"Created-At";"From-User";"From-User-Id";"To-User";"To-User-Id";"Language";"Source";"Text";"Geo-Location-Latitude";"Geo-Location-Longitude";"Retweet-Count";"Id"
11/6/19 5:02 PM;"TecNoticias";"1059918619411406848";;"-1";"es";"<a href='https://tecnoticias.net' rel='nofollow'>TecNoticiasnet</a>";"No puedo encontrar los nuevos programas de Apple TV +, como 'Dickinson'. Este acceso directo puede ayudar. - https://t.co/KxnimRXQfZ #noticias #tecnologia #crypto #videojuegos #bitcoin https://t.co/C6atsvHSDF";;;0;"1192200532137594880"
11/6/19 5:02 PM;"ceciliarm1948@gmail.com";"1033675820651487232";;"-1";"es";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @ConstainSylvia: El presidente @IvanDuque nos acompaña en la apertura de #Colombia40 #Barranquilla, un espacio que se fortalece en regió…";;;14;"1192200490693607425"
11/6/19 5:01 PM;"Carlos Gonzalez";"160386978";;"-1";"es";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @ConstainSylvia: El presidente @IvanDuque nos acompaña en la apertura de #Colombia40 #Barranquilla, un espacio que se fortalece en regió…";;;14;"1192200414072053760"
11/6/19 5:00 PM;"Goldtaker";"910565035474247680";;"-1";"es";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"Joel regresa y está enojado y en busca de Ellie.
https://t.co/vjCXZhAXIJ
#gamer #games #videojuegos #letsplay #gameplay #PlayStation4 #sony #naughtydog #TheLastOfUs #TheLastOfUsPart2 https://t.co/HQg8lMYaTZ";;;0;"1192200152154423296"
11/6/19 5:00 PM;"AKI Games and courses";"994297767521652739";;"-1";"sl";"<a href='https://cheapbotsdonequick.com' rel='nofollow'>Cheap Bots, Done Quick!</a>";"Aula de Personagem no ZBrush - Volume 1 Modelagem  #VideoJuegos #VideoGames #Jogos #Tutorial #DIY #Retro #Indie #Gaming  #Indiegames #Indies #IndieGameDev #indiedev #Indiegame #Gamer #Games  #Educação #Desenvolvedores #dev  https://t.co/O7AhyjinrT";;;0;"1192200084320129026"
11/6/19 4:59 PM;"Ramstein13";"862887461864652800";;"-1";"es";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"?¡¡GRAN ESTRENO!!?

Mañana a las 11:00 comienza nuestra andadura en Twitch ?

¡A ganar unas partidas en Apex Legends! ??

Twitch: https://t.co/Z37rcOmXA5

#Ramstein13
#twitch #ApexLegends 
#videojuegos #streaming";;;0;"1192199825208557573"
11/6/19 4:56 PM;"David Dominguez";"620518176";;"-1";"es";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @breik05: Hoy la cosa va de elección! Cual preferis? Este o el de esta mañana
 #arcadegames #arcadegaming #arcade #RETROGAMING #retrogam…";;;3;"1192199105864458240"
11/6/19 4:55 PM;"Transformación Digital";"776884264952553472";;"-1";"es";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @ConstainSylvia: El presidente @IvanDuque nos acompaña en la apertura de #Colombia40 #Barranquilla, un espacio que se fortalece en regió…";;;14;"1192198884052869121"
11/6/19 4:53 PM;"JuanMaJon Music";"99564989";;"-1";"es";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"Hago dos cosas constantemente y sin esfuerzo, #musica y #videojuegos. Confirmen no soy el único loco de twitter.";;;0;"1192198238230716417"
11/6/19 4:53 PM;"La Piñata Frikie";"35020592";;"-1";"es";"<a href='https://lapinatafrikie.blogspot.com' rel='nofollow'>botlpf</a>";"Tal día como hoy, hace 11 años, @Pemtano posteó: Quake II, vuelta de tuerca #LPF #ST:Shoot'emup #Videojuegos https://t.co/f6MotY9HDN";;;0;"1192198228420243457"
11/6/19 4:52 PM;"Mexiquense Noticias";"551446885";;"-1";"es";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"#Mundo ll El gobierno de #China estableció medidas para controlar el uso de los #Videojuegos en los menores.
?? https://t.co/8J9zGcXySE

#Información, #MexiquenseNoticias https://t.co/RoJ4eJ357V";;;0;"1192197996898922502"
11/6/19 4:48 PM;"CBX Esports";"1141572161653661697";;"-1";"es";"<a href='http://publicize.wp.com/' rel='nofollow'>WordPress.com</a>";"#Noticias
Terry Bogard ya está disponible en Super Smash Bros Ultimate Hurra!
#Nintendo #Switch #SuperSmash #kof #vidoegames #dlc #release #NintendoSwitch #FatalFrame #videojuegos #videogames https://t.co/7DNyRzGicV https://t.co/ZybjETVFAa";;;0;"1192197197816909824"
11/6/19 4:48 PM;"Guillermo Casallas";"825184492461629440";;"-1";"es";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @ConstainSylvia: El presidente @IvanDuque nos acompaña en la apertura de #Colombia40 #Barranquilla, un espacio que se fortalece en regió…";;;14;"1192197098936160257"
11/6/19 4:47 PM;"Talissa";"1141460498526945281";;"-1";"es";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @Yakal83: Mientras algun@s riñen por su empresa querida... otros disfrutamos de los #videojuegos sim importarnos la marca. Simplemente d…";;;39;"1192196748162355202"
11/6/19 4:46 PM;"dora ines mariño";"1531741268";;"-1";"es";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @ConstainSylvia: El presidente @IvanDuque nos acompaña en la apertura de #Colombia40 #Barranquilla, un espacio que se fortalece en regió…";;;14;"1192196592859844608"
11/6/19 4:46 PM;"Jorge Sanchez";"718527913";;"-1";"es";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @ESAT_Valencia: Si quieres jugar a los juegos de nuestros alumno puedes descargarlos gratuitamente desde la página de @steam_games 
http…";;;37;"1192196528120750082"
11/6/19 4:44 PM;"SuperTiltedBros";"899703157361704960";;"-1";"es";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @Laro_99: #Ultimahora #Noticias #Videojuegos #AHORA 
Empezamos directo en #twitch
?https://t.co/hlWlfOe7Cl
Pasa y ponte comod@?…";;;2;"1192196088066908161"
11/6/19 4:44 PM;"pacotacogames";"1155897451053641728";;"-1";"es";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"espero que haya un juego completo de esto, se ve que necesita trabajo todavia, pero lo que tienen horita con el juego se ve chioo :D  #sinistria #demo #videojuegos #videogames #horrorgame #pcgames #sonrie #smile #games #juegosdecomputadora   https://t.co/4188KCKAEv";;;0;"1192196007620042753"
11/6/19 4:42 PM;"Sandy Leon";"855463346";;"-1";"es";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @NetlifeEcuador: Internet Archive es el lugar ideal para los verdaderos #gamers. La web cuenta con 2500 títulos de #videojuegos de MS-DO…";;;20;"1192195669961924609"
11/6/19 4:41 PM;"TVA NOTICIAS";"2272438273";;"-1";"es";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"#TVAInternacional Menor murió de un derrame cerebral por pasar día y noche jugando videojuegos.
Piyawat Harikun, un tailandés de 17 años, se quedaba despierto todas las noches para jugar en su computador, y al amanecer cerraba sus cortinas para continuar.
#Adicción #videojuegos https://t.co/uiuhlv01sb";;;0;"1192195261059211268"
11/6/19 4:41 PM;"La Piñata Frikie";"35020592";;"-1";"es";"<a href='https://lapinatafrikie.blogspot.com' rel='nofollow'>botlpf</a>";"Tal día como hoy, hace 11 años, @Pemtano posteó: Quake, el origen de una saga #LPF #ST:Shoot'emup #Videojuegos https://t.co/T1txsRlLBK";;;0;"1192195207649021953"
11/6/19 4:40 PM;"Ministra TIC - Sylvia Constaín";"1022259818361483264";;"-1";"es";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"El presidente @IvanDuque nos acompaña en la apertura de #Colombia40 #Barranquilla, un espacio que se fortalece en región y apoya temas como #Animación, #Videojuegos y #Emprendimiento. https://t.co/TTqY92Jl0g";;;14;"1192195171766673408"
